Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
162;"384";"10";"27";115;25;915;935;20;8.612;12.0
163;"100";"414";"21";1;45;917;940;23;8.913;13.0
164;"234";"151";"22";160;11;918;947;29;11.817;17.0
165;"176";"120";"22";11;160;920;950;30;12.247;18.0
166;"458";"574";"27";25;115;926;944;18;7.824;11.0
167;"410";"31";"27";49;115;932;964;32;13.498;20.0
168;"443";"447";"27";115;25;935;955;20;8.612;12.0
169;"65";"12";"21";1;45;937;960;23;8.913;13.0
170;"198";"410";"22";160;11;938;967;29;11.817;17.0
171;"282";"198";"22";11;160;940;970;30;12.247;18.0
172;"101";"416";"21";45;25;952;963;11;4.15;6.0
173;"459";"576";"27";115;25;955;975;20;8.612;12.0
174;"235";"153";"22";11;160;960;990;30;12.247;18.0
175;"177";"122";"22";160;11;963;992;29;11.817;17.0
176;"385";"15";"27";25;115;966;984;18;7.824;11.0
177;"66";"14";"21";45;25;967;978;11;4.15;6.0
178;"411";"33";"27";115;25;970;990;20;8.612;12.0
179;"199";"412";"22";11;160;980;1010;30;12.247;18.0
180;"138";"54";"21";25;1;983;996;13;4.635;6.0
181;"386";"17";"27";115;49;985;1015;30;13.045;19.0
182;"283";"200";"22";160;11;986;1015;29;11.817;17.0
183;"460";"581";"27";25;115;996;1014;18;7.824;11.0
184;"139";"56";"21";1;25;997;1011;14;4.881;7.0
185;"178";"124";"22";11;42;1000;1013;13;5.34;8.0
186;"236";"155";"22";160;11;1008;1036;28;11.817;17.0
187;"102";"422";"21";25;1;1013;1026;13;4.635;6.0
188;"67";"18";"21";25;45;1016;1025;9;4.033;6.0
189;"412";"38";"27";25;115;1016;1034;18;7.824;11.0
190;"284";"202";"22";11;160;1020;1050;30;12.247;18.0
191;"461";"583";"27";115;25;1020;1040;20;8.612;12.0
192;"387";"19";"27";49;115;1022;1054;32;13.498;20.0
193;"68";"20";"21";45;1;1027;1051;24;8.785;13.0
194;"103";"424";"21";1;43;1027;1049;22;8.475;12.0
195;"200";"414";"22";160;42;1028;1043;15;7.009;10.0
196;"237";"157";"22";11;160;1040;1070;30;12.247;18.0
197;"413";"40";"27";115;49;1040;1070;30;13.045;19.0
198;"104";"426";"21";43;1;1053;1076;23;8.315;12.0
199;"285";"204";"22";160;42;1056;1074;18;7.009;10.0
200;"462";"588";"27";25;115;1056;1074;18;7.824;11.0
201;"69";"22";"21";1;43;1057;1079;22;8.475;12.0
202;"388";"21";"27";115;25;1060;1080;20;8.612;12.0
203;"201";"416";"22";42;11;1076;1086;10;4.807;7.0
204;"463";"590";"27";115;25;1080;1098;18;8.612;12.0
205;"414";"42";"27";49;25;1082;1095;13;5.674;8.0
206;"105";"428";"21";1;43;1085;1105;20;8.475;12.0
207;"70";"24";"21";43;4;1086;1103;17;7.481;11.0
208;"238";"159";"22";160;11;1088;1113;25;11.817;17.0
209;"202";"418";"22";11;42;1090;1101;11;5.34;8.0
210;"106";"430";"21";43;1;1111;1130;19;8.315;12.0
211;"203";"420";"22";42;160;1111;1126;15;6.906;10.0
212;"415";"44";"27";25;115;1116;1133;17;7.824;11.0
213;"71";"26";"21";4;43;1117;1135;18;7.603;11.0
214;"239";"161";"22";11;160;1140;1166;26;12.247;18.0
215;"72";"28";"21";43;25;1141;1149;8;3.68;5.0
216;"107";"432";"21";1;43;1145;1165;20;8.475;12.0
217;"204";"422";"22";160;11;1148;1173;25;11.817;17.0
218;"416";"46";"27";115;25;1150;1168;18;8.612;12.0
219;"205";"424";"22";11;160;1175;1201;26;12.247;18.0
220;"108";"434";"21";43;4;1176;1193;17;7.481;11.0
221;"417";"50";"27";25;115;1176;1193;17;7.824;11.0
222;"240";"163";"22";160;42;1188;1203;15;7.009;10.0
223;"418";"52";"27";115;25;1200;1218;18;8.612;12.0
224;"109";"436";"21";4;43;1207;1225;18;7.603;11.0
225;"206";"426";"22";160;11;1223;1248;25;11.817;17.0
226;"110";"438";"21";43;1;1236;1255;19;8.315;12.0
227;"419";"57";"27";25;115;1236;1253;17;7.824;11.0
228;"241";"168";"22";42;160;1246;1261;15;6.906;10.0
229;"207";"428";"22";11;42;1250;1261;11;5.34;8.0
230;"420";"59";"27";115;25;1260;1278;18;8.612;12.0
231;"242";"170";"22";160;11;1263;1288;25;11.817;17.0
232;"111";"440";"21";1;43;1265;1285;20;8.475;12.0
233;"421";"64";"27";25;115;1286;1303;17;7.824;11.0
234;"243";"172";"22";11;160;1289;1315;26;12.247;18.0
235;"112";"442";"21";43;1;1296;1315;19;8.315;12.0
236;"422";"66";"27";115;49;1305;1331;26;13.045;19.0
237;"113";"444";"21";1;43;1326;1351;25;8.475;12.0
238;"244";"174";"22";160;11;1327;1352;25;11.817;17.0
239;"210";"554";"22";42;17;1332;1336;4;1.487;2.0
240;"423";"68";"27";49;115;1332;1367;35;13.498;20.0
241;"211";"559";"22";17;160;1347;1366;19;8.809;13.0
242;"114";"446";"21";43;25;1352;1360;8;3.68;5.0
243;"245";"176";"22";11;42;1353;1363;10;5.34;8.0
244;"212";"561";"22";160;42;1367;1377;10;6.351;9.0
245;"424";"70";"27";115;25;1368;1383;15;8.612;12.0
246;"0";"1000";"0";0;0;1680;1680;0;0.0;0.0
