85
85
8;19;12;12;12;0;11;13;13;12;19;12;13;12;7;13;13;12;19;13;12;12;13;0;13;19;13;7;12;19;13;0;12;13;7;12;19;13;0;12;7;13;19;12;7;12;13;7;12;13;19;12;13;7;13;12;7;0;19;12;13;7;12;13;19;12;13;7;13;12;19;0;12;13;7;19;7;0;7;19;7;13;7;19;8;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
8;19;12;12;12;0;11;13;13;12;19;12;13;12;7;13;13;12;19;13;12;12;13;0;13;19;13;7;12;19;13;0;12;13;7;12;19;13;0;12;7;13;19;12;7;12;13;7;12;13;19;12;13;7;13;12;7;0;19;12;13;7;12;13;19;12;13;7;13;12;19;0;12;13;7;19;7;0;7;19;7;13;7;19;8;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
8;19;12;12;12;0;11;13;13;12;19;12;13;12;7;13;13;12;19;13;12;12;13;0;13;19;13;7;12;19;13;0;12;13;7;12;19;13;0;12;7;13;19;12;7;12;13;7;12;13;19;12;13;7;13;12;7;0;19;12;13;7;12;13;19;12;13;7;13;12;19;0;12;13;7;19;7;0;7;19;7;13;7;19;8;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
8;19;12;12;12;0;11;13;13;12;19;12;13;12;7;13;13;12;19;13;12;12;13;0;13;19;13;7;12;19;13;0;12;13;7;12;19;13;0;12;7;13;19;12;7;12;13;7;12;13;19;12;13;7;13;12;7;0;19;12;13;7;12;13;19;12;13;7;13;12;19;0;12;13;7;19;7;0;7;19;7;13;7;19;8;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
8;19;12;12;12;0;11;13;13;12;19;12;13;12;7;13;13;12;19;13;12;12;13;0;13;19;13;7;12;19;13;0;12;13;7;12;19;13;0;12;7;13;19;12;7;12;13;7;12;13;19;12;13;7;13;12;7;0;19;12;13;7;12;13;19;12;13;7;13;12;19;0;12;13;7;19;7;0;7;19;7;13;7;19;8;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
