Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
162;"25";"56";"20";160;160;643;692;49;19.565;29.0
163;"93";"470";"21";4;43;647;667;20;7.603;11.0
164;"190";"22";"22";11;160;655;685;30;12.247;18.0
165;"402";"217";"27";49;115;657;689;32;13.498;20.0
166;"227";"606";"22";160;11;658;687;29;11.817;17.0
167;"514";"16";"30";501;99;660;684;24;9.565;14.0
168;"337";"211";"26";58;42;663;679;16;5.418;8.0
169;"477";"128";"29";42;159;674;700;26;11.192;16.0
170;"515";"19";"30";99;501;687;709;22;7.959;11.0
171;"191";"24";"22";160;11;688;717;29;11.817;17.0
172;"57";"396";"21";1;43;690;712;22;8.475;12.0
173;"228";"608";"22";11;160;690;720;30;12.247;18.0
174;"347";"52";"26";72;58;690;719;29;10.085;15.0
175;"94";"472";"21";43;1;691;714;23;8.315;12.0
176;"403";"219";"27";115;25;695;715;20;8.612;12.0
177;"26";"59";"20";160;160;703;752;49;19.565;29.0
178;"478";"130";"29";159;14;704;732;28;13.017;19.0
179;"516";"21";"30";501;42;720;733;13;4.934;7.0
180;"348";"54";"26";58;72;726;756;30;9.946;14.0
181;"229";"610";"22";160;42;728;746;18;7.009;10.0
182;"192";"26";"22";11;160;730;760;30;12.247;18.0
183;"437";"432";"27";25;49;730;740;10;4.433;6.0
184;"404";"224";"27";25;115;731;749;18;7.824;11.0
185;"95";"474";"21";1;43;735;757;22;8.475;12.0
186;"58";"398";"21";43;1;736;759;23;8.315;12.0
187;"479";"132";"29";14;42;738;747;9;3.786;5.0
188;"438";"434";"27";49;115;752;784;32;13.498;20.0
189;"405";"226";"27";115;25;755;775;20;8.612;12.0
190;"171";"110";"22";42;11;756;767;11;4.807;7.0
191;"517";"25";"30";42;501;758;769;11;3.245;4.0
192;"349";"58";"26";72;58;760;789;29;10.085;15.0
193;"8";"32";"20";160;160;763;812;49;19.565;29.0
194;"276";"181";"22";42;160;763;780;17;6.906;10.0
195;"96";"476";"21";43;25;771;781;10;3.68;5.0
196;"301";"257";"30";42;99;773;784;11;4.631;6.0
197;"59";"400";"21";1;45;775;798;23;8.913;13.0
198;"193";"28";"22";160;42;778;796;18;7.009;10.0
199;"152";"108";"31";25;66;779;795;16;7.232;10.0
200;"480";"137";"29";42;159;779;805;26;11.192;16.0
201;"172";"112";"22";11;160;780;810;30;12.247;18.0
202;"518";"27";"30";501;42;780;793;13;4.934;7.0
203;"439";"436";"27";115;49;785;815;30;13.045;19.0
204;"126";"156";"21";25;1;786;799;13;4.635;6.0
205;"230";"143";"22";42;11;786;797;11;4.807;7.0
206;"302";"260";"30";99;42;787;798;11;4.714;7.0
207;"406";"231";"27";25;115;791;809;18;7.824;11.0
208;"350";"60";"26";58;72;796;826;30;9.946;14.0
209;"277";"183";"22";160;42;798;816;18;7.009;10.0
210;"28";"18";"25";207;200;800;812;12;6.173;9.0
211;"60";"402";"21";45;25;800;811;11;4.15;6.0
212;"231";"145";"22";11;160;800;830;30;12.247;18.0
213;"153";"110";"31";66;114;801;829;28;10.845;16.0
214;"127";"158";"21";1;45;807;830;23;8.913;13.0
215;"481";"139";"29";159;42;807;830;23;11.042;16.0
216;"407";"233";"27";115;25;810;830;20;8.612;12.0
217;"194";"402";"22";42;11;813;824;11;4.807;7.0
218;"261";"171";"26";72;58;815;844;29;10.085;15.0
219;"363";"91";"26";42;58;815;831;16;5.233;7.0
220;"381";"4";"27";25;115;816;834;18;7.824;11.0
221;"538";"51";"31";42;66;816;830;14;6.49;9.0
222;"173";"114";"22";160;11;818;847;29;11.817;17.0
223;"519";"30";"30";42;501;818;829;11;3.245;4.0
224;"440";"438";"27";49;115;822;854;32;13.498;20.0
225;"9";"35";"20";160;160;823;872;49;19.565;29.0
226;"278";"187";"22";42;160;823;840;17;6.906;10.0
227;"195";"404";"22";11;160;825;855;30;12.247;18.0
228;"318";"296";"26";72;58;830;859;29;10.085;15.0
229;"382";"6";"27";115;49;835;865;30;13.045;19.0
230;"61";"4";"21";25;45;836;845;9;4.033;6.0
231;"40";"132";"20";230;160;837;846;9;4.919;7.0
232;"128";"160";"21";45;1;840;864;24;8.785;13.0
233;"520";"32";"30";501;42;840;853;13;4.934;7.0
234;"97";"408";"21";25;1;841;854;13;4.635;6.0
235;"154";"112";"31";114;42;843;856;13;5.659;8.0
236;"279";"189";"22";160;17;843;865;22;8.497;12.0
237;"364";"93";"26";58;72;843;873;30;9.946;14.0
238;"482";"146";"29";42;159;844;870;26;11.192;16.0
239;"351";"65";"26";72;58;845;874;29;10.085;15.0
240;"539";"53";"31";66;25;846;865;19;7.496;11.0
241;"232";"147";"22";160;11;848;877;29;11.817;17.0
242;"174";"116";"22";11;160;850;880;30;12.247;18.0
243;"262";"173";"26";58;72;851;881;30;9.946;14.0
244;"456";"567";"27";25;115;851;869;18;7.824;11.0
245;"62";"6";"21";45;1;852;876;24;8.785;13.0
246;"41";"135";"20";160;160;853;902;49;19.565;29.0
247;"98";"410";"21";1;45;857;880;23;8.913;13.0
248;"196";"406";"22";160;11;858;887;29;11.817;17.0
249;"29";"48";"25";200;207;860;875;15;6.686;10.0
250;"441";"440";"27";115;25;865;885;20;8.612;12.0
251;"408";"27";"27";25;115;871;889;18;7.824;11.0
252;"383";"8";"27";49;115;872;904;32;13.498;20.0
253;"280";"194";"22";17;160;873;895;22;8.809;13.0
254;"156";"117";"31";25;63;874;893;19;8.658;12.0
255;"483";"148";"29";159;42;874;897;23;11.042;16.0
256;"130";"272";"22";160;11;875;904;29;11.817;17.0
257;"365";"96";"26";72;58;875;904;29;10.085;15.0
258;"319";"298";"26";58;72;876;906;30;9.946;14.0
259;"63";"8";"21";1;45;877;900;23;8.913;13.0
260;"541";"214";"30";42;501;878;889;11;3.245;4.0
261;"233";"149";"22";11;160;880;910;30;12.247;18.0
262;"457";"569";"27";115;25;880;900;20;8.612;12.0
263;"10";"38";"20";160;160;883;932;49;19.565;29.0
264;"521";"34";"30";42;99;883;894;11;4.631;6.0
265;"99";"412";"21";45;1;887;911;24;8.785;13.0
266;"175";"118";"22";160;11;888;917;29;11.817;17.0
267;"409";"29";"27";115;49;895;925;30;13.045;19.0
268;"522";"37";"30";99;42;897;908;11;4.714;7.0
269;"197";"408";"22";11;160;900;930;30;12.247;18.0
270;"542";"216";"30";501;42;900;913;13;4.934;7.0
271;"157";"119";"31";63;25;903;925;22;8.922;13.0
272;"281";"196";"22";160;11;903;932;29;11.817;17.0
273;"484";"153";"29";42;159;904;930;26;11.192;16.0
274;"352";"67";"26";58;72;906;936;30;9.946;14.0
275;"64";"10";"21";45;1;907;931;24;8.785;13.0
276;"131";"274";"22";11;42;910;923;13;5.34;8.0
277;"263";"178";"26";72;58;910;939;29;10.085;15.0
278;"523";"324";"29";42;14;910;917;7;3.055;4.0
279;"442";"445";"27";25;115;911;929;18;7.824;11.0
280;"42";"138";"20";160;160;913;962;49;19.565;29.0
281;"384";"10";"27";115;25;915;935;20;8.612;12.0
282;"100";"414";"21";1;45;917;940;23;8.913;13.0
283;"234";"151";"22";160;11;918;947;29;11.817;17.0
284;"524";"326";"29";14;42;918;927;9;3.786;5.0
285;"176";"120";"22";11;160;920;950;30;12.247;18.0
286;"458";"574";"27";25;115;926;944;18;7.824;11.0
287;"410";"31";"27";49;115;932;964;32;13.498;20.0
288;"485";"155";"29";159;42;934;957;23;11.042;16.0
289;"320";"303";"26";72;58;935;964;29;10.085;15.0
290;"443";"447";"27";115;25;935;955;20;8.612;12.0
291;"366";"98";"26";58;72;936;966;30;9.946;14.0
292;"65";"12";"21";1;45;937;960;23;8.913;13.0
293;"198";"410";"22";160;11;938;967;29;11.817;17.0
294;"282";"198";"22";11;160;940;970;30;12.247;18.0
295;"11";"41";"20";160;160;943;992;49;19.565;29.0
296;"135";"322";"30";42;99;943;954;11;4.631;6.0
297;"305";"219";"30";42;42;949;973;24;8.179;12.0
298;"101";"416";"21";45;25;952;963;11;4.15;6.0
299;"459";"576";"27";115;25;955;975;20;8.612;12.0
300;"136";"325";"30";99;42;957;968;11;4.714;7.0
301;"235";"153";"22";11;160;960;990;30;12.247;18.0
302;"177";"122";"22";160;11;963;992;29;11.817;17.0
303;"445";"91";"35";207;290;963;985;22;11.131;16.0
304;"486";"159";"29";42;159;964;990;26;11.192;16.0
305;"353";"72";"26";72;42;965;978;13;4.852;7.0
306;"264";"180";"26";58;72;966;996;30;9.946;14.0
307;"385";"15";"27";25;115;966;984;18;7.824;11.0
308;"66";"14";"21";45;25;967;978;11;4.15;6.0
309;"411";"33";"27";115;25;970;990;20;8.612;12.0
310;"43";"141";"20";160;75;973;1001;28;10.787;16.0
311;"545";"72";"35";289;207;978;996;18;9.622;14.0
312;"159";"9";"25";200;207;980;995;15;6.686;10.0
313;"199";"412";"22";11;160;980;1010;30;12.247;18.0
314;"138";"54";"21";25;1;983;996;13;4.635;6.0
315;"386";"17";"27";115;49;985;1015;30;13.045;19.0
316;"283";"200";"22";160;11;986;1015;29;11.817;17.0
317;"306";"221";"30";42;99;993;1004;11;4.631;6.0
318;"487";"161";"29";159;42;994;1017;23;11.042;16.0
319;"367";"103";"26";72;58;995;1024;29;10.085;15.0
320;"321";"305";"26";58;72;996;1026;30;9.946;14.0
321;"460";"581";"27";25;115;996;1014;18;7.824;11.0
322;"139";"56";"21";1;25;997;1011;14;4.881;7.0
323;"178";"124";"22";11;42;1000;1013;13;5.34;8.0
324;"12";"44";"20";160;75;1003;1031;28;10.787;16.0
325;"307";"224";"30";99;42;1007;1018;11;4.714;7.0
326;"236";"155";"22";160;11;1008;1036;28;11.817;17.0
327;"102";"422";"21";25;1;1013;1026;13;4.635;6.0
328;"67";"18";"21";25;45;1016;1025;9;4.033;6.0
329;"412";"38";"27";25;115;1016;1034;18;7.824;11.0
330;"284";"202";"22";11;160;1020;1050;30;12.247;18.0
331;"461";"583";"27";115;25;1020;1040;20;8.612;12.0
332;"387";"19";"27";49;115;1022;1054;32;13.498;20.0
333;"488";"165";"29";42;159;1024;1050;26;11.192;16.0
334;"368";"105";"26";58;72;1026;1056;30;9.946;14.0
335;"68";"20";"21";45;1;1027;1051;24;8.785;13.0
336;"103";"424";"21";1;43;1027;1049;22;8.475;12.0
337;"200";"414";"22";160;42;1028;1043;15;7.009;10.0
338;"322";"309";"26";72;58;1030;1059;29;10.085;15.0
339;"237";"157";"22";11;160;1040;1070;30;12.247;18.0
340;"413";"40";"27";115;49;1040;1070;30;13.045;19.0
341;"546";"76";"35";207;202;1047;1064;17;8.852;13.0
342;"104";"426";"21";43;1;1053;1076;23;8.315;12.0
343;"489";"167";"29";159;14;1054;1082;28;13.017;19.0
344;"285";"204";"22";160;42;1056;1074;18;7.009;10.0
345;"462";"588";"27";25;115;1056;1074;18;7.824;11.0
346;"69";"22";"21";1;43;1057;1079;22;8.475;12.0
347;"388";"21";"27";115;25;1060;1080;20;8.612;12.0
348;"201";"416";"22";42;11;1076;1086;10;4.807;7.0
349;"463";"590";"27";115;25;1080;1098;18;8.612;12.0
350;"414";"42";"27";49;25;1082;1095;13;5.674;8.0
351;"490";"169";"29";14;42;1083;1091;8;3.786;5.0
352;"105";"428";"21";1;43;1085;1105;20;8.475;12.0
353;"369";"110";"26";72;42;1085;1098;13;4.852;7.0
354;"70";"24";"21";43;4;1086;1103;17;7.481;11.0
355;"323";"311";"26";58;72;1086;1116;30;9.946;14.0
356;"238";"159";"22";160;11;1088;1113;25;11.817;17.0
357;"202";"418";"22";11;42;1090;1101;11;5.34;8.0
358;"548";"80";"35";289;207;1093;1110;17;10.081;15.0
359;"106";"430";"21";43;1;1111;1130;19;8.315;12.0
360;"203";"420";"22";42;160;1111;1126;15;6.906;10.0
361;"491";"173";"29";42;159;1111;1134;23;11.192;16.0
362;"415";"44";"27";25;115;1116;1133;17;7.824;11.0
363;"71";"26";"21";4;43;1117;1135;18;7.603;11.0
364;"296";"63";"30";42;99;1123;1133;10;4.631;6.0
365;"297";"66";"30";99;42;1137;1148;11;4.714;7.0
366;"239";"161";"22";11;160;1140;1166;26;12.247;18.0
367;"72";"28";"21";43;25;1141;1149;8;3.68;5.0
368;"107";"432";"21";1;43;1145;1165;20;8.475;12.0
369;"204";"422";"22";160;11;1148;1173;25;11.817;17.0
370;"416";"46";"27";115;25;1150;1168;18;8.612;12.0
371;"492";"175";"29";159;42;1154;1174;20;11.042;16.0
372;"205";"424";"22";11;160;1175;1201;26;12.247;18.0
373;"108";"434";"21";43;4;1176;1193;17;7.481;11.0
374;"417";"50";"27";25;115;1176;1193;17;7.824;11.0
375;"240";"163";"22";160;42;1188;1203;15;7.009;10.0
376;"418";"52";"27";115;25;1200;1218;18;8.612;12.0
377;"493";"180";"29";42;14;1205;1212;7;3.055;4.0
378;"109";"436";"21";4;43;1207;1225;18;7.603;11.0
379;"494";"182";"29";14;42;1213;1221;8;3.786;5.0
380;"206";"426";"22";160;11;1223;1248;25;11.817;17.0
381;"495";"186";"29";42;159;1231;1254;23;11.192;16.0
382;"75";"24";"31";25;66;1234;1246;12;7.232;10.0
383;"110";"438";"21";43;1;1236;1255;19;8.315;12.0
384;"419";"57";"27";25;115;1236;1253;17;7.824;11.0
385;"241";"168";"22";42;160;1246;1261;15;6.906;10.0
386;"207";"428";"22";11;42;1250;1261;11;5.34;8.0
387;"496";"188";"29";159;42;1259;1279;20;11.042;16.0
388;"420";"59";"27";115;25;1260;1278;18;8.612;12.0
389;"242";"170";"22";160;11;1263;1288;25;11.817;17.0
390;"111";"440";"21";1;43;1265;1285;20;8.475;12.0
391;"76";"26";"31";66;112;1281;1300;19;10.178;15.0
392;"572";"57";"25";207;200;1285;1297;12;6.173;9.0
393;"421";"64";"27";25;115;1286;1303;17;7.824;11.0
394;"243";"172";"22";11;160;1289;1315;26;12.247;18.0
395;"112";"442";"21";43;1;1296;1315;19;8.315;12.0
396;"77";"28";"31";112;66;1301;1320;19;11.451;17.0
397;"497";"165";"26";42;58;1303;1315;12;5.233;7.0
398;"422";"66";"27";115;49;1305;1331;26;13.045;19.0
399;"78";"30";"31";66;25;1321;1335;14;7.496;11.0
400;"113";"444";"21";1;43;1326;1351;25;8.475;12.0
401;"498";"167";"26";58;42;1326;1342;16;5.418;8.0
402;"244";"174";"22";160;11;1327;1352;25;11.817;17.0
403;"210";"554";"22";42;17;1332;1336;4;1.487;2.0
404;"423";"68";"27";49;115;1332;1367;35;13.498;20.0
405;"573";"20";"25";200;207;1335;1350;15;6.686;10.0
406;"79";"34";"31";25;66;1344;1356;12;7.232;10.0
407;"586";"6";"35";202;207;1345;1359;14;8.94;13.0
408;"211";"559";"22";17;160;1347;1366;19;8.809;13.0
409;"499";"91";"29";42;159;1351;1374;23;11.192;16.0
410;"114";"446";"21";43;25;1352;1360;8;3.68;5.0
411;"245";"176";"22";11;42;1353;1363;10;5.34;8.0
412;"80";"36";"31";66;31;1357;1363;6;5.598;8.0
413;"212";"561";"22";160;42;1367;1377;10;6.351;9.0
414;"424";"70";"27";115;25;1368;1383;15;8.612;12.0
415;"500";"93";"29";159;42;1375;1392;17;9.352;14.0
416;"0";"1000";"0";0;0;1680;1680;0;0.0;0.0
