Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
83;"575";"454";"21";1;45;361;384;23;8.468;12.0
84;"2";"7";"1";112;112;362;414;52;16.272;24.0
85;"24";"227";"3";77;77;362;399;37;10.579;15.0
86;"445";"134";"14";93;92;362;402;40;11.993;17.0
87;"800";"600";"27";49;115;362;394;32;12.888;19.0
88;"509";"101";"20";160;160;363;412;49;18.913;28.0
89;"469";"10";"16";49;49;365;403;38;11.335;17.0
90;"678";"590";"22";11;160;365;395;30;11.48;17.0
91;"873";"44";"31";66;112;366;392;26;9.546;14.0
92;"129";"151";"4";92;93;367;406;39;12.358;18.0
93;"177";"67";"5";92;77;370;395;25;7.504;11.0
94;"335";"897";"6";49;93;370;403;33;9.623;14.0
95;"719";"192";"26";72;58;371;400;29;9.99;14.0
96;"43";"466";"3";77;77;372;409;37;10.579;15.0
97;"420";"65";"14";93;92;372;412;40;11.993;17.0
98;"266";"64";"6";93;49;375;406;31;9.521;14.0
99;"371";"141";"7";49;96;375;410;35;11.216;16.0
100;"589";"486";"21";45;1;375;399;24;8.431;12.0
101;"839";"7";"30";99;99;375;421;46;17.05;25.0
102;"922";"67";"35";202;207;375;389;14;0.0;0.0
103;"93";"48";"4";92;93;377;416;39;12.358;18.0
104;"164";"38";"5";77;92;378;405;27;7.371;11.0
105;"595";"501";"21";1;45;378;401;23;8.468;12.0
106;"254";"34";"6";49;93;380;413;33;9.623;14.0
107;"628";"134";"22";11;160;380;410;30;11.48;17.0
108;"754";"110";"27";115;49;380;410;30;11.856;17.0
109;"40";"455";"3";77;77;382;419;37;10.579;15.0
110;"364";"70";"7";96;49;382;416;34;11.152;16.0
111;"422";"75";"14";93;92;382;422;40;11.993;17.0
112;"766";"196";"27";49;115;382;414;32;12.888;19.0
113;"694";"41";"26";58;72;383;413;30;9.569;14.0
114;"488";"139";"16";49;49;385;423;38;11.335;17.0
115;"104";"77";"4";92;93;387;426;39;12.358;18.0
116;"544";"378";"21";1;45;388;411;23;8.468;12.0
117;"614";"38";"22";160;11;388;417;29;11.288;16.0
118;"706";"84";"26";72;58;388;417;29;9.99;14.0
119;"913";"352";"31";63;25;388;410;22;8.134;12.0
120;"809";"108";"29";42;159;389;415;26;11.047;16.0
121;"151";"8";"5";92;77;390;415;25;7.504;11.0
122;"243";"8";"6";49;93;390;423;33;9.623;14.0
123;"576";"456";"21";45;1;390;414;24;8.431;12.0
124;"602";"8";"22";11;160;390;420;30;11.48;17.0
125;"688";"8";"25";207;200;390;402;12;1.565;2.0
126;"76";"573";"3";77;77;392;429;37;10.579;15.0
127;"399";"6";"14";93;92;392;432;40;11.993;17.0
128;"497";"24";"20";160;160;393;442;49;18.913;28.0
129;"475";"31";"16";49;49;395;433;38;11.335;17.0
130;"801";"602";"27";115;25;395;415;20;7.885;11.0
131;"880";"68";"31";42;66;396;410;14;5.729;8.0
132;"147";"318";"4";92;93;397;436;39;12.358;18.0
133;"322";"839";"6";38;49;397;416;19;5.705;8.0
134;"762";"132";"27";49;115;397;429;32;12.888;19.0
135;"178";"69";"5";77;92;398;425;27;7.371;11.0
136;"679";"592";"22";160;11;398;427;29;11.288;16.0
137;"52";"495";"3";77;77;402;439;37;10.579;15.0
138;"397";"2";"14";93;92;402;442;40;11.993;17.0
139;"336";"899";"6";93;49;405;436;31;9.521;14.0
140;"359";"36";"7";49;96;405;440;35;11.216;16.0
141;"590";"488";"21";1;45;405;428;23;8.468;12.0
142;"596";"503";"21";45;1;405;429;24;8.431;12.0
143;"131";"156";"4";92;93;407;446;39;12.358;18.0
144;"165";"40";"5";92;77;410;435;25;7.504;11.0
145;"470";"13";"16";49;49;410;448;38;11.335;17.0
146;"44";"469";"3";77;77;412;449;37;10.579;15.0
147;"372";"143";"7";96;49;412;446;34;11.152;16.0
148;"398";"4";"14";93;92;412;452;40;11.993;17.0
149;"629";"136";"22";160;11;413;442;29;11.288;16.0
150;"720";"194";"26";58;72;413;443;30;9.569;14.0
151;"767";"198";"27";115;49;415;445;30;11.856;17.0
152;"874";"46";"31";112;66;415;440;25;10.69;16.0
153;"695";"45";"26";72;58;416;445;29;9.99;14.0
154;"107";"84";"4";92;93;417;456;39;12.358;18.0
155;"755";"112";"27";49;115;417;449;32;12.888;19.0
156;"152";"10";"5";77;92;418;445;27;7.371;11.0
157;"810";"110";"29";159;14;419;447;28;11.702;17.0
158;"255";"36";"6";93;49;420;451;31;9.521;14.0
159;"267";"66";"6";49;93;420;453;33;9.623;14.0
160;"545";"380";"21";45;1;420;444;24;8.431;12.0
161;"577";"458";"21";1;45;420;443;23;8.468;12.0
162;"802";"606";"27";25;115;421;439;18;7.217;10.0
163;"3";"10";"1";112;112;422;474;52;16.272;24.0
164;"25";"230";"3";77;77;422;459;37;10.579;15.0
165;"400";"8";"14";93;92;422;462;40;11.993;17.0
166;"510";"104";"20";160;160;423;472;49;18.913;28.0
167;"481";"53";"16";49;49;425;463;38;11.335;17.0
168;"707";"86";"26";58;72;425;455;30;9.569;14.0
169;"881";"70";"31";66;42;426;442;16;5.787;8.0
170;"82";"13";"4";92;93;427;466;39;12.358;18.0
171;"603";"10";"22";160;11;428;457;29;11.288;16.0
172;"179";"71";"5";92;77;430;455;25;7.504;11.0
173;"331";"858";"6";49;93;430;463;33;9.623;14.0
174;"615";"40";"22";11;160;430;460;30;11.48;17.0
175;"763";"134";"27";115;25;430;450;20;7.885;11.0
176;"41";"458";"3";77;77;432;469;37;10.579;15.0
177;"401";"10";"14";93;92;432;472;40;11.993;17.0
178;"244";"10";"6";93;49;435;466;31;9.521;14.0
179;"365";"73";"7";49;96;435;470;35;11.216;16.0
180;"591";"490";"21";45;1;435;459;24;8.431;12.0
181;"597";"505";"21";1;45;435;458;23;8.468;12.0
182;"840";"10";"30";99;42;435;470;35;12.305;18.0
183;"112";"101";"4";92;93;437;476;39;12.358;18.0
184;"166";"42";"5";77;92;438;465;27;7.371;11.0
185;"337";"901";"6";49;93;440;473;33;9.623;14.0
186;"680";"594";"22";11;160;440;470;30;11.48;17.0
187;"803";"608";"27";115;25;440;460;20;7.885;11.0
188;"77";"576";"3";77;77;442;479;37;10.579;15.0
189;"360";"38";"7";96;49;442;476;34;11.152;16.0
190;"402";"12";"14";93;92;442;482;40;11.993;17.0
191;"476";"34";"16";49;49;445;483;38;11.335;17.0
192;"498";"27";"20";160;75;445;473;28;10.236;15.0
193;"630";"138";"22";11;160;445;475;30;11.48;17.0
194;"721";"198";"26";72;58;446;475;29;9.99;14.0
195;"83";"15";"4";92;93;447;486;39;12.358;18.0
196;"696";"47";"26";58;72;448;478;30;9.569;14.0
197;"153";"12";"5";92;77;450;475;25;7.504;11.0
198;"546";"382";"21";1;45;450;473;23;8.468;12.0
199;"578";"460";"21";45;1;450;474;24;8.431;12.0
200;"756";"114";"27";115;25;450;470;20;7.885;11.0
201;"875";"48";"31";66;112;451;477;26;9.546;14.0
202;"53";"498";"3";77;77;452;489;37;10.579;15.0
203;"768";"200";"27";49;115;452;484;32;12.888;19.0
204;"811";"112";"29";14;159;453;485;32;14.148;21.0
205;"268";"68";"6";93;49;455;486;31;9.521;14.0
206;"471";"16";"16";49;49;455;493;38;11.335;17.0
207;"902";"326";"31";42;66;456;470;14;5.729;8.0
208;"180";"73";"5";77;92;458;485;27;7.371;11.0
209;"291";"225";"6";49;93;460;493;33;9.623;14.0
210;"26";"233";"3";77;77;462;499;37;10.579;15.0
211;"85";"22";"4";92;93;462;501;39;12.358;18.0
212;"403";"14";"14";93;92;462;502;40;11.993;17.0
213;"332";"860";"6";93;23;465;486;21;5.712;8.0
214;"592";"492";"21";1;25;465;479;14;4.125;6.0
215;"598";"507";"21";45;1;465;489;24;8.431;12.0
216;"616";"42";"22";160;11;468;497;29;11.288;16.0
217;"167";"44";"5";92;77;470;495;25;7.504;11.0
218;"45";"472";"3";77;77;472;509;37;10.579;15.0
219;"366";"75";"7";96;49;472;506;34;11.152;16.0
220;"154";"14";"5";77;92;478;505;27;7.371;11.0
221;"86";"26";"4";92;93;479;518;39;12.358;18.0
222;"256";"38";"6";49;93;480;513;33;9.623;14.0
223;"338";"903";"6";93;49;480;511;31;9.521;14.0
224;"547";"384";"21";45;25;480;491;11;3.423;5.0
225;"604";"12";"22";11;160;480;510;30;11.48;17.0
226;"78";"579";"3";77;77;482;519;37;10.579;15.0
227;"404";"16";"14";93;92;482;522;40;11.993;17.0
228;"511";"107";"20";160;160;483;532;49;18.913;28.0
229;"579";"462";"21";1;43;485;507;22;7.881;11.0
230;"787";"453";"27";49;25;487;501;14;5.053;7.0
231;"812";"114";"29";159;42;489;512;23;10.305;15.0
232;"229";"422";"5";92;77;490;515;25;7.504;11.0
233;"769";"202";"27";115;25;490;510;20;7.885;11.0
234;"393";"243";"7";49;96;495;530;35;11.216;16.0
235;"757";"119";"27";25;115;496;514;18;7.217;10.0
236;"84";"18";"4";92;93;497;536;39;12.358;18.0
237;"208";"354";"5";77;92;498;525;27;7.371;11.0
238;"245";"12";"6";49;119;500;527;27;7.738;11.0
239;"292";"227";"6";93;49;500;531;31;9.521;14.0
240;"4";"13";"1";112;112;502;554;52;16.272;24.0
241;"27";"236";"3";77;77;502;539;37;10.579;15.0
242;"405";"18";"14";93;92;502;542;40;11.993;17.0
243;"155";"16";"5";92;77;510;535;25;7.504;11.0
244;"617";"44";"22";11;42;510;523;13;4.499;6.0
245;"903";"328";"31";66;114;511;539;28;10.178;15.0
246;"681";"598";"22";160;11;513;542;29;11.288;16.0
247;"722";"200";"26";58;72;513;543;30;9.569;14.0
248;"788";"457";"27";25;49;515;525;10;3.236;4.0
249;"88";"32";"4";92;93;517;556;39;12.358;18.0
250;"230";"424";"5";77;92;518;545;27;7.371;11.0
251;"257";"40";"6";93;49;520;551;31;9.521;14.0
252;"269";"70";"6";49;93;520;553;33;9.623;14.0
253;"599";"509";"21";1;25;520;534;14;4.125;6.0
254;"758";"121";"27";115;25;520;540;20;7.885;11.0
255;"580";"464";"21";43;4;521;542;21;7.049;10.0
256;"54";"501";"3";77;77;522;559;37;10.579;15.0
257;"454";"166";"14";93;92;522;562;40;11.993;17.0
258;"181";"75";"5";92;77;530;555;25;7.504;11.0
259;"394";"245";"7";96;49;532;566;34;11.152;16.0
260;"789";"459";"27";49;25;532;546;14;5.053;7.0
261;"512";"110";"20";160;37;533;545;12;4.347;6.0
262;"87";"30";"4";92;93;537;576;39;12.358;18.0
263;"168";"46";"5";77;92;538;565;27;7.371;11.0
264;"548";"388";"21";25;43;539;547;8;3.0;4.0
265;"339";"905";"6";49;119;540;567;27;7.738;11.0
266;"46";"475";"3";77;77;542;579;37;10.579;15.0
267;"406";"20";"14";93;92;542;582;40;11.993;17.0
268;"904";"330";"31";114;66;543;570;27;11.388;17.0
269;"246";"14";"6";119;49;546;571;25;7.46;11.0
270;"605";"16";"22";160;11;548;577;29;11.288;16.0
271;"211";"363";"5";92;77;550;575;25;7.504;11.0
272;"682";"600";"22";11;160;550;580;30;11.48;17.0
273;"770";"207";"27";25;115;551;569;18;7.217;10.0
274;"813";"119";"29";42;159;554;580;26;11.047;16.0
275;"367";"79";"7";49;96;555;590;35;11.216;16.0
276;"723";"204";"26";72;58;555;584;29;9.99;14.0
277;"90";"38";"4";92;93;557;596;39;12.358;18.0
278;"504";"50";"20";230;160;557;566;9;4.152;6.0
279;"182";"77";"5";77;92;558;585;27;7.371;11.0
280;"258";"42";"6";49;93;560;593;33;9.623;14.0
281;"270";"72";"6";93;49;560;591;31;9.521;14.0
282;"549";"390";"21";43;1;561;584;23;7.961;11.0
283;"5";"16";"1";112;112;562;614;52;16.272;24.0
284;"20";"215";"3";77;77;562;599;37;10.579;15.0
285;"408";"28";"14";93;92;562;602;40;11.993;17.0
286;"581";"466";"21";4;43;562;582;20;7.009;10.0
287;"505";"53";"20";160;160;568;617;49;18.913;28.0
288;"169";"48";"5";92;77;570;595;25;7.504;11.0
289;"771";"209";"27";115;25;570;590;20;7.885;11.0
290;"89";"36";"4";92;93;577;616;39;12.358;18.0
291;"156";"18";"5";77;92;578;605;27;7.371;11.0
292;"247";"16";"6";49;119;580;607;27;7.738;11.0
293;"55";"504";"3";77;77;582;619;37;10.579;15.0
294;"409";"32";"14";93;92;582;622;40;11.993;17.0
295;"814";"121";"29";159;14;584;612;28;11.702;17.0
296;"606";"18";"22";11;160;585;615;30;11.48;17.0
297;"340";"907";"6";119;49;586;611;25;7.46;11.0
298;"683";"602";"22";160;11;588;617;29;11.288;16.0
299;"183";"79";"5";92;77;590;615;25;7.504;11.0
300;"368";"81";"7";96;49;592;626;34;11.152;16.0
301;"724";"206";"26";58;72;593;623;30;9.569;14.0
302;"905";"332";"31";66;114;596;624;28;10.178;15.0
303;"91";"40";"4";92;93;597;636;39;12.358;18.0
304;"170";"50";"5";77;92;598;625;27;7.371;11.0
305;"259";"44";"6";93;49;600;631;31;9.521;14.0
306;"271";"74";"6";49;119;600;627;27;7.738;11.0
307;"582";"468";"21";43;4;601;622;21;7.049;10.0
308;"772";"213";"27";25;115;601;619;18;7.217;10.0
309;"47";"478";"3";77;77;602;639;37;10.579;15.0
310;"410";"34";"14";93;92;602;642;40;11.993;17.0
311;"550";"392";"21";1;43;605;627;22;7.881;11.0
312;"157";"20";"5";92;77;610;635;25;7.504;11.0
313;"349";"12";"7";49;96;615;650;35;11.216;16.0
314;"121";"125";"4";92;93;617;656;39;12.358;18.0
315;"184";"81";"5";77;92;618;645;27;7.371;11.0
316;"607";"20";"22";160;11;618;647;29;11.288;16.0
317;"815";"123";"29";14;42;618;627;9;3.163;4.0
318;"341";"909";"6";49;93;620;653;33;9.623;14.0
319;"684";"604";"22";11;160;620;650;30;11.48;17.0
320;"773";"215";"27";115;49;620;650;30;11.856;17.0
321;"21";"218";"3";77;77;622;659;37;10.579;15.0
322;"412";"42";"14";93;92;622;662;40;11.993;17.0
323;"725";"209";"26";72;58;625;654;29;9.99;14.0
324;"248";"18";"6";119;49;626;651;25;7.46;11.0
325;"171";"52";"5";92;77;630;655;25;7.504;11.0
326;"906";"334";"31";114;66;633;660;27;11.388;17.0
327;"94";"54";"4";92;93;637;676;39;12.358;18.0
328;"158";"22";"5";77;92;638;665;27;7.371;11.0
329;"841";"14";"30";42;501;638;649;11;2.432;3.0
330;"260";"46";"6";49;119;640;667;27;7.738;11.0
331;"551";"394";"21";43;1;641;664;23;7.961;11.0
332;"56";"507";"3";77;77;642;679;37;10.579;15.0
333;"411";"40";"14";93;92;642;682;40;11.993;17.0
334;"506";"56";"20";160;160;643;692;49;18.913;28.0
335;"272";"76";"6";119;49;646;671;25;7.46;11.0
336;"583";"470";"21";4;43;647;667;20;7.009;10.0
337;"227";"400";"5";92;77;650;675;25;7.504;11.0
338;"350";"14";"7";96;49;652;686;34;11.152;16.0
339;"608";"22";"22";11;160;655;685;30;11.48;17.0
340;"96";"58";"4";92;93;657;696;39;12.358;18.0
341;"774";"217";"27";49;115;657;689;32;12.888;19.0
342;"172";"54";"5";77;92;658;685;27;7.371;11.0
343;"685";"606";"22";160;11;658;687;29;11.288;16.0
344;"249";"20";"6";49;119;660;687;27;7.738;11.0
345;"342";"911";"6";93;49;660;691;31;9.521;14.0
346;"842";"16";"30";501;99;660;684;24;9.092;13.0
347;"917";"29";"35";207;289;660;679;19;8.857;13.0
348;"48";"481";"3";77;77;662;699;37;10.579;15.0
349;"413";"44";"14";93;92;662;702;40;11.993;17.0
350;"726";"211";"26";58;42;663;679;16;4.682;7.0
351;"185";"83";"5";92;77;670;695;25;7.504;11.0
352;"907";"336";"31";66;114;671;699;28;10.178;15.0
353;"816";"128";"29";42;159;674;700;26;11.047;16.0
354;"375";"163";"7";49;96;675;710;35;11.216;16.0
355;"97";"60";"4";92;93;677;716;39;12.358;18.0
356;"228";"402";"5";77;92;678;705;27;7.371;11.0
357;"273";"78";"6";49;93;680;713;33;9.623;14.0
358;"918";"31";"35";289;207;680;704;24;9.631;14.0
359;"22";"221";"3";77;77;682;719;37;10.579;15.0
360;"415";"52";"14";93;92;682;722;40;11.993;17.0
361;"261";"48";"6";119;49;686;711;25;7.46;11.0
362;"843";"19";"30";99;501;687;709;22;7.145;10.0
363;"609";"24";"22";160;11;688;717;29;11.288;16.0
364;"159";"24";"5";92;77;690;715;25;7.504;11.0
365;"552";"396";"21";1;43;690;712;22;7.881;11.0
366;"686";"608";"22";11;160;690;720;30;11.48;17.0
367;"697";"52";"26";72;58;690;719;29;9.99;14.0
368;"584";"472";"21";43;1;691;714;23;7.961;11.0
369;"775";"219";"27";115;25;695;715;20;7.885;11.0
370;"98";"62";"4";92;93;697;736;39;12.358;18.0
371;"186";"85";"5";77;92;698;725;27;7.371;11.0
372;"343";"913";"6";49;119;700;727;27;7.738;11.0
373;"57";"510";"3";77;77;702;739;37;10.579;15.0
374;"416";"54";"14";93;92;702;742;40;11.993;17.0
375;"507";"59";"20";160;160;703;752;49;18.913;28.0
376;"908";"338";"31";114;66;703;730;27;11.388;17.0
377;"817";"130";"29";159;14;704;732;28;11.702;17.0
378;"250";"22";"6";119;49;706;731;25;7.46;11.0
379;"173";"56";"5";92;77;710;735;25;7.504;11.0
380;"376";"165";"7";96;49;712;746;34;11.152;16.0
381;"99";"64";"4";92;93;717;756;39;12.358;18.0
382;"160";"26";"5";77;92;718;745;27;7.371;11.0
383;"262";"50";"6";49;119;720;747;27;7.738;11.0
384;"274";"80";"6";93;49;720;751;31;9.521;14.0
385;"844";"21";"30";501;42;720;733;13;4.347;6.0
386;"49";"484";"3";77;77;722;759;37;10.579;15.0
387;"417";"56";"14";93;92;722;762;40;11.993;17.0
388;"698";"54";"26";58;72;726;756;30;9.569;14.0
389;"687";"610";"22";160;42;728;746;18;6.423;9.0
390;"187";"87";"5";92;77;730;755;25;7.504;11.0
391;"610";"26";"22";11;160;730;760;30;11.48;17.0
392;"780";"432";"27";25;49;730;740;10;3.236;4.0
393;"776";"224";"27";25;115;731;749;18;7.217;10.0
394;"351";"16";"7";49;96;735;770;35;11.216;16.0
395;"585";"474";"21";1;43;735;757;22;7.881;11.0
396;"553";"398";"21";43;1;736;759;23;7.961;11.0
397;"101";"68";"4";92;93;737;776;39;12.358;18.0
398;"174";"58";"5";77;92;738;765;27;7.371;11.0
399;"818";"132";"29";14;42;738;747;9;3.163;4.0
400;"251";"24";"6";49;93;740;773;33;9.623;14.0
401;"909";"340";"31";66;114;741;769;28;10.178;15.0
402;"6";"22";"1";112;112;742;794;52;16.272;24.0
403;"23";"224";"3";77;77;742;779;37;10.579;15.0
404;"463";"397";"14";93;92;742;782;40;11.993;17.0
405;"344";"915";"6";119;49;746;771;25;7.46;11.0
406;"161";"28";"5";92;77;750;775;25;7.504;11.0
407;"441";"125";"14";93;92;752;792;40;11.993;17.0
408;"781";"434";"27";49;115;752;784;32;12.888;19.0
409;"777";"226";"27";115;25;755;775;20;7.885;11.0
410;"618";"110";"22";42;11;756;767;11;4.279;6.0
411;"102";"71";"4";92;93;757;796;39;12.358;18.0
412;"209";"360";"5";77;92;758;785;27;7.371;11.0
413;"845";"25";"30";42;501;758;769;11;2.432;3.0
414;"275";"82";"6";49;119;760;787;27;7.738;11.0
415;"699";"58";"26";72;58;760;789;29;9.99;14.0
416;"58";"513";"3";77;77;762;799;37;10.579;15.0
417;"419";"60";"14";93;92;762;802;40;11.993;17.0
418;"499";"32";"20";160;160;763;812;49;18.913;28.0
419;"647";"181";"22";42;160;763;780;17;6.139;9.0
420;"263";"52";"6";119;49;766;791;25;7.46;11.0
421;"175";"60";"5";92;77;770;795;25;7.504;11.0
422;"586";"476";"21";43;25;771;781;10;2.953;4.0
423;"352";"18";"7";96;49;772;806;34;11.152;16.0
424;"459";"301";"14";93;92;772;812;40;11.993;17.0
425;"864";"257";"30";42;99;773;784;11;4.159;6.0
426;"377";"167";"7";49;96;775;810;35;11.216;16.0
427;"554";"400";"21";1;45;775;798;23;8.468;12.0
428;"103";"74";"4";92;93;777;816;39;12.358;18.0
429;"212";"369";"5";77;92;778;805;27;7.371;11.0
430;"611";"28";"22";160;42;778;796;18;6.423;9.0
431;"819";"137";"29";42;159;779;805;26;11.047;16.0
432;"893";"108";"31";25;66;779;795;16;6.472;9.0
433;"252";"26";"6";93;49;780;811;31;9.521;14.0
434;"305";"391";"6";49;93;780;813;33;9.623;14.0
435;"619";"112";"22";11;160;780;810;30;11.48;17.0
436;"846";"27";"30";501;42;780;793;13;4.347;6.0
437;"919";"36";"35";207;202;780;797;17;6.181;9.0
438;"66";"540";"3";77;77;782;819;37;10.579;15.0
439;"407";"26";"14";93;92;782;822;40;11.993;17.0
440;"910";"342";"31";114;42;783;796;13;4.917;7.0
441;"491";"160";"16";49;49;785;823;38;11.335;17.0
442;"782";"436";"27";115;49;785;815;30;11.856;17.0
443;"536";"156";"21";25;1;786;799;13;4.272;6.0
444;"631";"143";"22";42;11;786;797;11;4.279;6.0
445;"865";"260";"30";99;42;787;798;11;3.872;5.0
446;"210";"362";"5";92;77;790;815;25;7.504;11.0
447;"778";"231";"27";25;115;791;809;18;7.217;10.0
448;"464";"400";"14";93;92;792;832;40;11.993;17.0
449;"381";"194";"7";49;96;795;830;35;11.216;16.0
450;"700";"60";"26";58;72;796;826;30;9.569;14.0
451;"80";"9";"4";92;93;797;836;39;12.358;18.0
452;"232";"493";"5";77;92;798;825;27;7.371;11.0
453;"648";"183";"22";160;42;798;816;18;6.423;9.0
454;"279";"95";"6";49;93;800;833;33;9.623;14.0
455;"555";"402";"21";45;25;800;811;11;3.423;5.0
456;"632";"145";"22";11;160;800;830;30;11.48;17.0
457;"691";"18";"25";207;200;800;812;12;1.565;2.0
458;"927";"147";"35";207;202;800;815;15;1.565;2.0
459;"894";"110";"31";66;114;801;829;28;10.178;15.0
460;"7";"25";"1";112;112;802;854;52;16.272;24.0
461;"59";"517";"3";77;77;802;839;37;10.579;15.0
462;"461";"315";"14";93;92;802;842;40;11.993;17.0
463;"477";"40";"16";49;49;805;843;38;11.335;17.0
464;"276";"84";"6";119;49;806;831;25;7.46;11.0
465;"148";"464";"4";92;93;807;846;39;12.358;18.0
466;"537";"158";"21";1;45;807;830;23;8.468;12.0
467;"820";"139";"29";159;42;807;830;23;10.305;15.0
468;"213";"371";"5";92;77;810;835;25;7.504;11.0
469;"353";"20";"7";49;96;810;845;35;11.216;16.0
470;"779";"233";"27";115;25;810;830;20;7.885;11.0
471;"457";"180";"14";93;92;812;852;40;11.993;17.0
472;"659";"402";"22";42;11;813;824;11;4.279;6.0
473;"378";"169";"7";96;49;815;849;34;11.152;16.0
474;"708";"91";"26";42;58;815;831;16;4.999;7.0
475;"727";"4";"27";25;115;816;834;18;7.217;10.0
476;"876";"51";"31";42;66;816;830;14;5.729;8.0
477;"92";"46";"4";92;93;817;856;39;12.358;18.0
