Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
62;"539";"53";"31";66;25;846;865;19;7.496;11.0
63;"41";"135";"20";160;160;853;902;49;19.565;29.0
64;"156";"117";"31";25;63;874;893;19;8.658;12.0
65;"483";"148";"29";159;42;874;897;23;11.042;16.0
66;"541";"214";"30";42;501;878;889;11;3.245;4.0
67;"10";"38";"20";160;160;883;932;49;19.565;29.0
68;"521";"34";"30";42;99;883;894;11;4.631;6.0
69;"522";"37";"30";99;42;897;908;11;4.714;7.0
70;"542";"216";"30";501;42;900;913;13;4.934;7.0
71;"157";"119";"31";63;25;903;925;22;8.922;13.0
72;"484";"153";"29";42;159;904;930;26;11.192;16.0
73;"523";"324";"29";42;14;910;917;7;3.055;4.0
74;"42";"138";"20";160;160;913;962;49;19.565;29.0
75;"524";"326";"29";14;42;918;927;9;3.786;5.0
76;"485";"155";"29";159;42;934;957;23;11.042;16.0
77;"11";"41";"20";160;160;943;992;49;19.565;29.0
78;"135";"322";"30";42;99;943;954;11;4.631;6.0
79;"305";"219";"30";42;42;949;973;24;8.179;12.0
80;"136";"325";"30";99;42;957;968;11;4.714;7.0
81;"486";"159";"29";42;159;964;990;26;11.192;16.0
82;"43";"141";"20";160;75;973;1001;28;10.787;16.0
83;"306";"221";"30";42;99;993;1004;11;4.631;6.0
84;"487";"161";"29";159;42;994;1017;23;11.042;16.0
85;"12";"44";"20";160;75;1003;1031;28;10.787;16.0
86;"307";"224";"30";99;42;1007;1018;11;4.714;7.0
87;"488";"165";"29";42;159;1024;1050;26;11.192;16.0
88;"489";"167";"29";159;14;1054;1082;28;13.017;19.0
89;"490";"169";"29";14;42;1083;1091;8;3.786;5.0
90;"491";"173";"29";42;159;1111;1134;23;11.192;16.0
91;"296";"63";"30";42;99;1123;1133;10;4.631;6.0
92;"297";"66";"30";99;42;1137;1148;11;4.714;7.0
93;"492";"175";"29";159;42;1154;1174;20;11.042;16.0
94;"493";"180";"29";42;14;1205;1212;7;3.055;4.0
95;"494";"182";"29";14;42;1213;1221;8;3.786;5.0
96;"495";"186";"29";42;159;1231;1254;23;11.192;16.0
97;"75";"24";"31";25;66;1234;1246;12;7.232;10.0
98;"496";"188";"29";159;42;1259;1279;20;11.042;16.0
99;"76";"26";"31";66;112;1281;1300;19;10.178;15.0
100;"77";"28";"31";112;66;1301;1320;19;11.451;17.0
101;"78";"30";"31";66;25;1321;1335;14;7.496;11.0
102;"79";"34";"31";25;66;1344;1356;12;7.232;10.0
103;"499";"91";"29";42;159;1351;1374;23;11.192;16.0
104;"80";"36";"31";66;31;1357;1363;6;5.598;8.0
105;"500";"93";"29";159;42;1375;1392;17;9.352;14.0
106;"0";"1000";"0";0;0;1680;1680;0;0.0;0.0
