Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
62;"479";"132";"29";14;42;738;747;9;3.786;5.0
63;"517";"25";"30";42;501;758;769;11;3.245;4.0
64;"349";"58";"26";72;58;760;789;29;10.085;15.0
65;"8";"32";"20";160;160;763;812;49;19.565;29.0
66;"301";"257";"30";42;99;773;784;11;4.631;6.0
67;"480";"137";"29";42;159;779;805;26;11.192;16.0
68;"518";"27";"30";501;42;780;793;13;4.934;7.0
69;"302";"260";"30";99;42;787;798;11;4.714;7.0
70;"350";"60";"26";58;72;796;826;30;9.946;14.0
71;"481";"139";"29";159;42;807;830;23;11.042;16.0
72;"261";"171";"26";72;58;815;844;29;10.085;15.0
73;"363";"91";"26";42;58;815;831;16;5.233;7.0
74;"519";"30";"30";42;501;818;829;11;3.245;4.0
75;"9";"35";"20";160;160;823;872;49;19.565;29.0
76;"318";"296";"26";72;58;830;859;29;10.085;15.0
77;"40";"132";"20";230;160;837;846;9;4.919;7.0
78;"520";"32";"30";501;42;840;853;13;4.934;7.0
79;"364";"93";"26";58;72;843;873;30;9.946;14.0
80;"482";"146";"29";42;159;844;870;26;11.192;16.0
81;"351";"65";"26";72;58;845;874;29;10.085;15.0
82;"262";"173";"26";58;72;851;881;30;9.946;14.0
83;"41";"135";"20";160;160;853;902;49;19.565;29.0
84;"483";"148";"29";159;42;874;897;23;11.042;16.0
85;"365";"96";"26";72;58;875;904;29;10.085;15.0
86;"319";"298";"26";58;72;876;906;30;9.946;14.0
87;"541";"214";"30";42;501;878;889;11;3.245;4.0
88;"10";"38";"20";160;160;883;932;49;19.565;29.0
89;"521";"34";"30";42;99;883;894;11;4.631;6.0
90;"522";"37";"30";99;42;897;908;11;4.714;7.0
91;"542";"216";"30";501;42;900;913;13;4.934;7.0
92;"484";"153";"29";42;159;904;930;26;11.192;16.0
93;"352";"67";"26";58;72;906;936;30;9.946;14.0
94;"263";"178";"26";72;58;910;939;29;10.085;15.0
95;"523";"324";"29";42;14;910;917;7;3.055;4.0
96;"42";"138";"20";160;160;913;962;49;19.565;29.0
97;"524";"326";"29";14;42;918;927;9;3.786;5.0
98;"485";"155";"29";159;42;934;957;23;11.042;16.0
99;"320";"303";"26";72;58;935;964;29;10.085;15.0
100;"366";"98";"26";58;72;936;966;30;9.946;14.0
101;"11";"41";"20";160;160;943;992;49;19.565;29.0
102;"135";"322";"30";42;99;943;954;11;4.631;6.0
103;"305";"219";"30";42;42;949;973;24;8.179;12.0
104;"136";"325";"30";99;42;957;968;11;4.714;7.0
105;"486";"159";"29";42;159;964;990;26;11.192;16.0
106;"353";"72";"26";72;42;965;978;13;4.852;7.0
107;"264";"180";"26";58;72;966;996;30;9.946;14.0
108;"43";"141";"20";160;75;973;1001;28;10.787;16.0
109;"306";"221";"30";42;99;993;1004;11;4.631;6.0
110;"487";"161";"29";159;42;994;1017;23;11.042;16.0
111;"367";"103";"26";72;58;995;1024;29;10.085;15.0
112;"321";"305";"26";58;72;996;1026;30;9.946;14.0
113;"12";"44";"20";160;75;1003;1031;28;10.787;16.0
114;"307";"224";"30";99;42;1007;1018;11;4.714;7.0
115;"488";"165";"29";42;159;1024;1050;26;11.192;16.0
116;"368";"105";"26";58;72;1026;1056;30;9.946;14.0
117;"322";"309";"26";72;58;1030;1059;29;10.085;15.0
118;"489";"167";"29";159;14;1054;1082;28;13.017;19.0
119;"490";"169";"29";14;42;1083;1091;8;3.786;5.0
120;"369";"110";"26";72;42;1085;1098;13;4.852;7.0
121;"323";"311";"26";58;72;1086;1116;30;9.946;14.0
122;"491";"173";"29";42;159;1111;1134;23;11.192;16.0
123;"296";"63";"30";42;99;1123;1133;10;4.631;6.0
124;"297";"66";"30";99;42;1137;1148;11;4.714;7.0
125;"492";"175";"29";159;42;1154;1174;20;11.042;16.0
126;"493";"180";"29";42;14;1205;1212;7;3.055;4.0
127;"494";"182";"29";14;42;1213;1221;8;3.786;5.0
128;"495";"186";"29";42;159;1231;1254;23;11.192;16.0
129;"496";"188";"29";159;42;1259;1279;20;11.042;16.0
130;"497";"165";"26";42;58;1303;1315;12;5.233;7.0
131;"498";"167";"26";58;42;1326;1342;16;5.418;8.0
132;"499";"91";"29";42;159;1351;1374;23;11.192;16.0
133;"500";"93";"29";159;42;1375;1392;17;9.352;14.0
134;"0";"1000";"0";0;0;1680;1680;0;0.0;0.0
