51
51
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
4;7;7;7;7;9;9;7;7;9;7;9;9;7;9;7;7;9;9;9;7;9;7;9;7;9;7;9;7;1;7;9;7;9;7;9;9;7;7;9;7;9;7;9;9;7;7;9;1;9;4;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
4;7;7;7;7;9;9;7;7;9;7;9;9;7;9;7;7;9;9;9;7;9;7;9;7;9;7;9;7;1;7;9;7;9;7;9;9;7;7;9;7;9;7;9;9;7;7;9;1;9;4;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
4;7;7;7;7;9;9;7;7;9;7;9;9;7;9;7;7;9;9;9;7;9;7;9;7;9;7;9;7;1;7;9;7;9;7;9;9;7;7;9;7;9;7;9;9;7;7;9;1;9;4;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
4;7;7;7;7;9;9;7;7;9;7;9;9;7;9;7;7;9;9;9;7;9;7;9;7;9;7;9;7;1;7;9;7;9;7;9;9;7;7;9;7;9;7;9;9;7;7;9;1;9;4;
6;1;1;1;8;10;10;1;1;10;1;10;10;1;10;1;1;10;10;10;1;10;1;10;1;10;1;10;1;8;1;10;1;10;1;10;10;1;1;10;1;10;1;10;10;1;1;10;8;10;6;
9;10;10;10;3;0;0;10;10;0;10;0;0;10;0;10;10;0;0;0;10;0;10;0;10;0;10;0;10;9;10;0;10;0;10;0;0;10;10;0;10;0;10;0;0;10;10;0;9;0;9;
4;7;7;7;7;9;9;7;7;9;7;9;9;7;9;7;7;9;9;9;7;9;7;9;7;9;7;9;7;1;7;9;7;9;7;9;9;7;7;9;7;9;7;9;9;7;7;9;1;9;4;
0;6;6;6;7;9;9;6;6;9;6;9;9;6;9;6;6;9;9;9;6;9;6;9;6;9;6;9;6;3;6;9;6;9;6;9;9;6;6;9;6;9;6;9;9;6;6;9;3;9;0;
